Java File Name,Lines,Comments,Lines of code,Updated comments,Updated LOC,% of comments
./java/org/assertj/core/error/ShouldBeBefore.java,50,4,46,30,20,60.00
./java/org/assertj/core/error/ShouldBeBeforeOrEqualsTo.java,51,4,47,31,20,60.78
./java/org/assertj/core/error/ShouldBeGreater.java,55,4,51,35,20,63.64
./java/org/assertj/core/error/ShouldBeInTheFuture.java,49,4,45,29,20,59.18
./java/org/assertj/core/error/ShouldBeInThePast.java,49,4,45,29,20,59.18
./java/org/assertj/core/error/ShouldContainKey.java,42,3,39,22,20,52.38
./java/org/assertj/core/error/ShouldHaveCauseInstance.java,45,3,42,25,20,55.56
./java/org/assertj/core/error/ShouldHaveExtension.java,37,2,35,17,20,45.95
./java/org/assertj/core/error/ShouldNotAccept.java,47,3,44,27,20,57.45
./java/org/assertj/core/error/ShouldNotContainSequence.java,53,4,49,33,20,62.26
./java/org/assertj/core/error/ShouldNotEndWith.java,53,4,49,33,20,62.26
./java/org/assertj/core/error/future/ShouldBeCancelled.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldBeCompleted.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldBeCompletedExceptionally.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldBeDone.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldHaveFailed.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldNotBeCancelled.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldNotBeCompleted.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldNotBeCompletedExceptionally.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldNotBeDone.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/future/ShouldNotHaveFailed.java,31,1,30,12,19,38.71
./java/org/assertj/core/error/ShouldBeEqualIgnoringTimezone.java,51,4,47,32,19,62.75
./java/org/assertj/core/error/ShouldBeNormalized.java,36,2,34,17,19,47.22
./java/org/assertj/core/error/ShouldBeRegularFile.java,35,2,33,16,19,45.71
./java/org/assertj/core/error/ShouldBeSymbolicLink.java,34,2,32,15,19,44.12
./java/org/assertj/core/error/ShouldContain.java,55,4,51,36,19,65.45
./java/org/assertj/core/error/ShouldContainAtIndex.java,57,4,53,38,19,66.67
./java/org/assertj/core/error/ShouldContainKeys.java,45,3,42,26,19,57.78
./java/org/assertj/core/error/ShouldContainSubsequence.java,52,4,48,33,19,63.46
./java/org/assertj/core/error/ShouldNotBeExactlyInstanceOf.java,43,3,40,24,19,55.81
./java/org/assertj/core/error/ShouldNotBeInstance.java,42,3,39,23,19,54.76
./java/org/assertj/core/error/ShouldNotBeInstanceOfAny.java,43,3,40,24,19,55.81
./java/org/assertj/core/error/ShouldNotContain.java,54,4,50,35,19,64.81
./java/org/assertj/core/error/ShouldNotContainAtIndex.java,55,4,51,36,19,65.45
./java/org/assertj/core/error/ShouldNotHaveDuplicates.java,52,4,48,33,19,63.46
./java/org/assertj/core/error/ShouldStartWithPath.java,31,1,30,12,19,38.71
./java/org/assertj/core/extractor/ResultOfExtractor.java,41,3,38,22,19,53.66
./java/org/assertj/core/error/ShouldBeEqualWithinOffset.java,45,3,42,27,18,60.00
./java/org/assertj/core/error/ShouldBeGreaterOrEqual.java,53,4,49,35,18,66.04
./java/org/assertj/core/error/ShouldBeIn.java,51,4,47,33,18,64.71
./java/org/assertj/core/error/ShouldBeInSameSecondWindow.java,36,2,34,18,18,50.00
./java/org/assertj/core/error/ShouldBeLess.java,52,4,48,34,18,65.38
./java/org/assertj/core/error/ShouldBeLessOrEqual.java,52,4,48,34,18,65.38
./java/org/assertj/core/error/ShouldContainSequence.java,51,4,47,33,18,64.71
./java/org/assertj/core/error/ShouldEndWithPath.java,30,1,29,12,18,40.00
./java/org/assertj/core/error/ShouldHaveAtIndex.java,45,3,42,27,18,60.00
./java/org/assertj/core/error/ShouldNotBeEqual.java,50,4,46,32,18,64.00
./java/org/assertj/core/error/ShouldNotBeIn.java,51,4,47,33,18,64.71
./java/org/assertj/core/error/ShouldStartWith.java,51,4,47,33,18,64.71
./java/org/assertj/core/error/uri/ShouldHaveProtocol.java,30,1,29,12,18,40.00
./java/org/assertj/core/api/exception/RuntimeIOException.java,45,4,41,28,17,62.22
./java/org/assertj/core/api/IntArrayAssert.java,41,2,39,24,17,58.54
./java/org/assertj/core/api/LongArrayAssert.java,41,2,39,24,17,58.54
./java/org/assertj/core/api/ObjectArrayAssert.java,43,2,41,26,17,60.47
./java/org/assertj/core/api/SoftAssertionListAssert.java,35,2,33,18,17,51.43
./java/org/assertj/core/error/NoElementsShouldMatch.java,29,1,28,12,17,41.38
./java/org/assertj/core/error/ShouldBeAssignableFrom.java,42,3,39,25,17,59.52
./java/org/assertj/core/error/ShouldBeAtIndex.java,44,3,41,27,17,61.36
./java/org/assertj/core/error/ShouldBeEqualIgnoringHours.java,42,3,39,25,17,59.52
./java/org/assertj/core/error/ShouldBeInSameHourWindow.java,42,3,39,25,17,59.52
./java/org/assertj/core/error/ShouldBeInSameMinuteWindow.java,42,3,39,25,17,59.52
./java/org/assertj/core/error/ShouldContainValues.java,42,3,39,25,17,59.52
./java/org/assertj/core/error/ShouldEndWith.java,50,4,46,33,17,66.00
./java/org/assertj/core/error/ShouldHaveAnnotations.java,43,3,40,26,17,60.47
./java/org/assertj/core/error/ShouldHaveLineCount.java,41,3,38,24,17,58.54
./java/org/assertj/core/error/ShouldHaveSameSizeAs.java,41,3,38,24,17,58.54
./java/org/assertj/core/error/ShouldNotContainCharSequence.java,51,4,47,34,17,66.67
./java/org/assertj/core/error/ShouldNotContainKeys.java,42,3,39,25,17,59.52
./java/org/assertj/core/error/ShouldNotContainPattern.java,39,3,36,22,17,56.41
./java/org/assertj/core/error/uri/ShouldHaveScheme.java,29,1,28,12,17,41.38
./java/org/assertj/core/util/Compatibility.java,34,2,32,17,17,50.00
./java/org/assertj/core/util/NullSafeComparator.java,29,1,28,12,17,41.38
./java/org/assertj/core/api/AbstractIterableSizeAssert.java,28,1,27,12,16,42.86
./java/org/assertj/core/api/filter/FilterOperator.java,28,1,27,12,16,42.86
./java/org/assertj/core/api/filter/InFilter.java,28,1,27,12,16,42.86
./java/org/assertj/core/api/FloatingPointNumberAssert.java,142,7,135,126,16,88.73
./java/org/assertj/core/error/ShouldBeAnnotation.java,45,4,41,29,16,64.44
./java/org/assertj/core/error/ShouldBeInterface.java,45,4,41,29,16,64.44
./java/org/assertj/core/error/ShouldHaveSize.java,40,3,37,24,16,60.00
./java/org/assertj/core/error/ShouldHaveStamp.java,28,1,27,12,16,42.86
./java/org/assertj/core/error/ShouldNotBeEmpty.java,38,3,35,22,16,57.89
./java/org/assertj/core/util/CheckReturnValue.java,33,2,31,17,16,51.52
./java/org/assertj/core/util/Hexadecimals.java,31,2,29,15,16,48.39
./java/org/assertj/core/api/LongAssert.java,42,2,40,27,15,64.29
./java/org/assertj/core/api/ObjectAssert.java,39,2,37,24,15,61.54
./java/org/assertj/core/error/ConditionAndGroupGenericParameterTypeShouldBeTheSame.java,40,3,37,25,15,62.50
./java/org/assertj/core/error/ElementsShouldBe.java,41,3,38,26,15,63.41
./java/org/assertj/core/error/ShouldBeSubstring.java,34,2,32,19,15,55.88
./java/org/assertj/core/error/ShouldHaveSameHourAs.java,40,3,37,25,15,62.50
./java/org/assertj/core/error/ShouldNotBeNull.java,36,3,33,21,15,58.33
./java/org/assertj/core/extractor/ToStringExtractor.java,36,3,33,21,15,58.33
./java/org/assertj/core/api/BDDSoftAssertions.java,117,3,114,103,14,88.03
./java/org/assertj/core/api/BooleanAssert.java,39,2,37,25,14,64.10
./java/org/assertj/core/api/Descriptable.java,104,6,98,90,14,86.54
./java/org/assertj/core/api/IntegerAssert.java,41,2,39,27,14,65.85
./java/org/assertj/core/api/Java6SoftAssertions.java,38,3,35,24,14,63.16
./java/org/assertj/core/error/ElementsShouldBeAtLeast.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldBeAtMost.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldBeExactly.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldHave.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldHaveAtLeast.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldHaveAtMost.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldHaveExactly.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldNotBe.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/ElementsShouldNotHave.java,41,3,38,27,14,65.85
./java/org/assertj/core/error/OptionalShouldBePresent.java,38,3,35,24,14,63.16
./java/org/assertj/core/error/ShouldBe.java,40,3,37,26,14,65.00
./java/org/assertj/core/error/ShouldBeFile.java,37,3,34,23,14,62.16
./java/org/assertj/core/error/ShouldBeInSameDay.java,38,3,35,24,14,63.16
./java/org/assertj/core/error/ShouldBeInSameHour.java,38,3,35,24,14,63.16
./java/org/assertj/core/error/ShouldBeInSameMinute.java,38,3,35,24,14,63.16
./java/org/assertj/core/error/ShouldBeInSameMonth.java,38,3,35,24,14,63.16
./java/org/assertj/core/error/ShouldBeInSameSecond.java,39,3,36,25,14,64.10
./java/org/assertj/core/error/ShouldBeInSameYear.java,37,3,34,23,14,62.16
./java/org/assertj/core/error/ShouldHave.java,40,3,37,26,14,65.00
./java/org/assertj/core/error/ShouldHaveDateField.java,39,3,36,25,14,64.10
./java/org/assertj/core/error/ShouldHavePropertyOrFieldWithValue.java,40,3,37,26,14,65.00
./java/org/assertj/core/error/ShouldHaveReference.java,26,1,25,12,14,46.15
./java/org/assertj/core/error/ShouldHaveTime.java,39,3,36,25,14,64.10
./java/org/assertj/core/error/ShouldNotBe.java,40,3,37,26,14,65.00
./java/org/assertj/core/error/ShouldNotHave.java,40,3,37,26,14,65.00
./java/org/assertj/core/util/FailureMessages.java,29,2,27,15,14,51.72
./java/org/assertj/core/util/introspection/IntrospectionError.java,41,4,37,27,14,65.85
./java/org/assertj/core/api/AbstractMapSizeAssert.java,25,1,24,12,13,48.00
./java/org/assertj/core/api/DoubleAssert.java,40,2,38,27,13,67.50
./java/org/assertj/core/api/ExtensionPoints.java,70,6,64,57,13,81.43
./java/org/assertj/core/api/FloatAssert.java,38,2,36,25,13,65.79
./java/org/assertj/core/description/EmptyTextDescription.java,31,2,29,18,13,58.06
./java/org/assertj/core/error/ErrorMessageFactory.java,47,5,42,34,13,72.34
./java/org/assertj/core/error/ShouldBeEqualIgnoringNewLineDifferences.java,25,1,24,12,13,48.00
./java/org/assertj/core/error/ShouldHaveAtLeastOneElementOfType.java,34,3,31,21,13,61.76
./java/org/assertj/core/error/ShouldHaveMessageMatchingRegex.java,31,2,29,18,13,58.06
./java/org/assertj/core/error/ShouldHaveOnlyElementsOfType.java,35,3,32,22,13,62.86
./java/org/assertj/core/error/ShouldHaveSameClass.java,36,3,33,23,13,63.89
./java/org/assertj/core/error/ShouldNotHaveThrown.java,25,1,24,12,13,48.00
./java/org/assertj/core/internal/InputStreamsException.java,39,4,35,26,13,66.67
./java/org/assertj/core/api/AssertionInfo.java,38,4,34,26,12,68.42
./java/org/assertj/core/api/DateAssert.java,45,3,42,33,12,73.33
./java/org/assertj/core/api/Java6BDDSoftAssertions.java,36,3,33,24,12,66.67
./java/org/assertj/core/api/SoftAssertionPredicateAssert.java,30,2,28,18,12,60.00
./java/org/assertj/core/error/ShouldBeAnArray.java,34,3,31,22,12,64.71
./java/org/assertj/core/error/ShouldBeBlank.java,32,3,29,20,12,62.50
./java/org/assertj/core/error/ShouldBeEmpty.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldBeEqualIgnoringCase.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldBeEqualIgnoringWhitespace.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldBeEqualNormalizingWhitespace.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldBeLowerCase.java,34,3,31,22,12,64.71
./java/org/assertj/core/error/ShouldBeNullOrEmpty.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldBeOfClassIn.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldBeSame.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldBeUpperCase.java,34,3,31,22,12,64.71
./java/org/assertj/core/error/ShouldContainNull.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldContainPattern.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldHaveMessage.java,34,3,31,22,12,64.71
./java/org/assertj/core/error/ShouldHaveNoCause.java,34,3,31,22,12,64.71
./java/org/assertj/core/error/ShouldHaveNoSuppressedExceptions.java,32,3,29,20,12,62.50
./java/org/assertj/core/error/ShouldHavePropertyOrField.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldHaveToString.java,24,1,23,12,12,50.00
./java/org/assertj/core/error/ShouldMatchPattern.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldNotBeBlank.java,33,3,30,21,12,63.64
./java/org/assertj/core/error/ShouldNotBeEqualIgnoringCase.java,38,3,35,26,12,68.42
./java/org/assertj/core/error/ShouldNotBeEqualIgnoringWhitespace.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldNotBeEqualNormalizingWhitespace.java,36,3,33,24,12,66.67
./java/org/assertj/core/error/ShouldNotBeOfClassIn.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldNotBeSame.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldNotContainKey.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldNotContainNull.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldNotContainValue.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldNotHaveSameClass.java,35,3,32,23,12,65.71
./java/org/assertj/core/error/ShouldNotMatchPattern.java,36,3,33,24,12,66.67
./java/org/assertj/core/util/diff/myers/DiffNode.java,56,4,52,44,12,78.57
./java/org/assertj/core/util/diff/myers/Snake.java,48,4,44,36,12,75.00
./java/org/assertj/core/api/ArraySortedAssert.java,75,4,71,64,11,85.33
./java/org/assertj/core/api/BigDecimalAssert.java,36,2,34,25,11,69.44
./java/org/assertj/core/api/CompletableFutureAssert.java,28,2,26,17,11,60.71
./java/org/assertj/core/api/FileAssert.java,36,2,34,25,11,69.44
./java/org/assertj/core/api/FutureAssert.java,32,2,30,21,11,65.63
./java/org/assertj/core/api/IndexedObjectEnumerableAssert.java,80,4,76,69,11,86.25
./java/org/assertj/core/api/InputStreamAssert.java,31,2,29,20,11,64.52
./java/org/assertj/core/api/InstantAssert.java,36,3,33,25,11,69.44
./java/org/assertj/core/api/OptionalAssert.java,29,2,27,18,11,62.07
./java/org/assertj/core/api/SoftAssertionMapAssert.java,26,2,24,15,11,57.69
./java/org/assertj/core/data/TemporalOffset.java,41,4,37,30,11,73.17
./java/org/assertj/core/presentation/Representation.java,64,4,60,53,11,82.81
./java/org/assertj/core/api/AbstractArrayAssert.java,30,2,28,20,10,66.67
./java/org/assertj/core/api/BigIntegerAssert.java,29,2,27,19,10,65.52
./java/org/assertj/core/api/BooleanArrayAssert.java,34,2,32,24,10,70.59
./java/org/assertj/core/api/ByteArrayAssert.java,34,2,32,24,10,70.59
./java/org/assertj/core/api/CharArrayAssert.java,34,2,32,24,10,70.59
./java/org/assertj/core/api/FloatArrayAssert.java,34,2,32,24,10,70.59
./java/org/assertj/core/api/iterable/Extractor.java,31,2,29,21,10,67.74
./java/org/assertj/core/api/LocalDateAssert.java,27,2,25,17,10,62.96
./java/org/assertj/core/api/LocalDateTimeAssert.java,27,2,25,17,10,62.96
./java/org/assertj/core/api/LocalTimeAssert.java,27,2,25,17,10,62.96
./java/org/assertj/core/api/OffsetDateTimeAssert.java,27,2,25,17,10,62.96
./java/org/assertj/core/api/OffsetTimeAssert.java,27,2,25,17,10,62.96
./java/org/assertj/core/api/OptionalDoubleAssert.java,28,2,26,18,10,64.29
./java/org/assertj/core/api/OptionalIntAssert.java,28,2,26,18,10,64.29
./java/org/assertj/core/api/OptionalLongAssert.java,28,2,26,18,10,64.29
./java/org/assertj/core/api/PathAssert.java,30,3,27,20,10,66.67
./java/org/assertj/core/api/SoftAssertionClassAssert.java,25,2,23,15,10,60.00
./java/org/assertj/core/api/UriAssert.java,30,3,27,20,10,66.67
./java/org/assertj/core/api/UrlAssert.java,30,3,27,20,10,66.67
./java/org/assertj/core/api/ZonedDateTimeAssert.java,34,3,31,24,10,70.59
./java/org/assertj/core/util/BigDecimalComparator.java,33,3,30,23,10,69.70
./java/org/assertj/core/util/BigIntegerComparator.java,31,3,28,21,10,67.74
./java/org/assertj/core/api/AutoCloseableBDDSoftAssertions.java,129,2,127,120,9,93.02
./java/org/assertj/core/api/AutoCloseableSoftAssertions.java,125,2,123,116,9,92.80
./java/org/assertj/core/api/DoubleArrayAssert.java,33,2,31,24,9,72.73
./java/org/assertj/core/api/GenericComparableAssert.java,25,2,23,16,9,64.00
./java/org/assertj/core/api/ObjectAssertFactory.java,24,2,22,15,9,62.50
./java/org/assertj/core/api/ShortArrayAssert.java,33,2,31,24,9,72.73
./java/org/assertj/core/api/StringAssert.java,31,2,29,22,9,70.97
./java/org/assertj/core/error/AssertionErrorFactory.java,33,3,30,24,9,72.73
./java/org/assertj/core/api/ByteAssert.java,34,2,32,26,8,76.47
./java/org/assertj/core/api/CharacterAssert.java,34,2,32,26,8,76.47
./java/org/assertj/core/api/CharSequenceAssert.java,28,2,26,20,8,71.43
./java/org/assertj/core/api/ShortAssert.java,34,2,32,26,8,76.47
./java/org/assertj/core/util/AbstractComparableNumberComparator.java,20,1,19,12,8,60.00
./java/org/assertj/core/util/diff/DiffAlgorithm.java,36,3,33,28,8,77.78
./java/org/assertj/core/api/AssertProvider.java,57,3,54,50,7,87.72
./java/org/assertj/core/api/exception/PathsException.java,21,1,20,14,7,66.67
./java/org/assertj/core/api/AssertFactory.java,38,3,35,32,6,84.21
./java/org/assertj/core/util/diff/myers/Equalizer.java,31,3,28,25,6,80.65
./java/org/assertj/core/api/AssertDelegateTarget.java,65,2,63,61,4,93.85
./java/org/assertj/core/util/VisibleForTesting.java,21,2,19,18,3,85.71
,97396,4768,92628,58419,38977,59.98
